更新时间,#genre#
20260814 02:28,url

RespoTime,whitelist,#genre#
71.29ms,维护时间：2025-1-15#佛系维护...,https://material.1989.click/v/301.mp4
71.40ms,河北衛視,https://t.freetv.fun/live/he-bei-wei-shi-7.m3u8
71.66ms,CCTV5(h265),https://t.freetv.fun/live/cctv5ti-yu.m3u8
71.69ms,电影_丧尸片,https://live.iill.top/huya/21059578
71.73ms,Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
71.78ms,廣州經濟科教,https://t.freetv.fun/live/jing-ji-ke-jiao-1.m3u8
71.85ms,我的妹妹你真美,https://alimov2.a.kwimgs.com/upic/2022/06/06/20/BMjAyMjA2MDYyMDQ2NTNfOTU2MzA3MDg4Xzc2MTk3MDM2NzM4XzJfMw==_b_Bb9c0556093646d22559dc848a24a4304.mp4?clientCacheKey=3xmkqcpjahg79du_b.mp4&tt=b&di=24712421&bp=13380
71.86ms,「斗鱼」穿越火线_𝟙,https://live.iill.top/douyu/605964
71.89ms,翡翠台,http://r.jdshipin.com/GeWKr
71.90ms,美剧「解说」,https://live.iill.top/huya/20488841
71.90ms,经典Dj嗨歌03,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c6443abd17df4f03700199467cffa5_258.mp4
71.94ms,镜电视新闻,https://tv.iill.top/litv/4gtv-4gtv075
71.94ms,寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi-4.m3u8
72.04ms,Tom And Jerry (720p),https://live20.bozztv.com/giatvplayout7/giatv-208314/playlist.m3u8
72.08ms,Rai 3,https://t.freetv.fun/live/rai-3.m3u8
72.10ms,Bolton Community Voice Channel (CVC) Government (Bolton CT) (480p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/bolton/live/ch3/video.m3u8
72.25ms,NHRA TV (1080p),https://d265y4sk8257lt.cloudfront.net/nh.m3u8
72.25ms,Payame Aramesh TV (720p),https://hls.keshishhamid.live/hls/stream.m3u8
72.27ms,Bloomberg Originals (1080p),https://bloomberg.com/media-manifest/streams/qt.m3u8
72.33ms,CETV,https://t.freetv.fun/live/cetv2-4.m3u8
72.76ms,DD Kisan Ⓨ,https://www.youtube.com/@DDKisan/live
72.77ms,李连杰,https://live.iill.top/huya/11342390
72.92ms,明珠台,http://r.jdshipin.com/ZQ4kN
72.92ms,嶺南戲曲,https://t.freetv.fun/live/ling-nan-xi-qu-3.m3u8
72.98ms,江蘇影視,https://t.freetv.fun/live/jiang-su-ying-shi.m3u8
73.04ms,News12 New Jersey [Geo-blocked],https://mdc.ott.alticeusa.net/live4.ott.optimum.net/live4-uploads/N12JH_CENT_A1/index_new.m3u8?omap=https
73.11ms,灾难片,https://live.iill.top/huya/11602075
73.12ms,BBC News,ttps://jmp2.uk/stvp-US4000033L
73.13ms,家在御江南,https://alimov2.a.kwimgs.com/upic/2022/05/14/06/BMjAyMjA1MTQwNjAxMDdfOTU2MzA3MDg4Xzc0MzUwMjExODI4XzJfMw==_b_Ba06bf43c61aefa199d5cb913986d88ae.mp4?clientCacheKey=3xwdrtzccag8fcs_b.mp4&tt=b&di=df68a243&bp=10000
73.14ms,Congress Channel 1 Ⓨ,https://www.youtube.com/watch?v=4HysYHJ6GkY
73.15ms,「斗鱼」我的世界,https://live.iill.top/douyu/738878
73.24ms,陈明真-为爱笑着流泪,http://vodcdn.video.taobao.com/oss/ali-video/4f31a4692aae0974dbc82a95d23339f4/video.m3u8
73.28ms,NBC Comedy Vault (1080p),https://xumo-xumoent-vc-105-z0vpm.fast.nbcuni.com/live/master.m3u8
73.29ms,Euronews Hungarian Ⓨ,https://www.youtube.com/channel/UC4Ct8gIf9f0n4mdyGsFiZRA/live
73.32ms,廈門衛視,https://t.freetv.fun/live/sha-men-wei-shi-11.m3u8
73.34ms,安陽新聞綜合,https://t.freetv.fun/live/heng-yang-xin-wen-zong-he.m3u8
73.43ms,「虎牙」英雄联盟_𝟚,https://live.iill.top/huya/660001
73.43ms,BET Pluto TV,https://jmp2.uk/plu-5ca670f6593a5d78f0e85aed.m3u8
73.62ms,河北衛視,https://t.freetv.fun/live/he-bei-wei-shi-3.m3u8
73.65ms,Futurama,https://t.freetv.fun/live/futura-1.m3u8
73.67ms,Classic TV Crime Drama,https://jmp2.uk/plu-61325c4f982acd000723287e.m3u8
73.82ms,青海卫视,https://stream1.freetv.fun/b385eeb4f5b0cbe78017fa0559927c57f602034b282b97424dec2aa199615dfb.m3u8
73.88ms,翡翠台,https://cdn6.163189.xyz/163189/fct
73.89ms,Euronews по-русски Ⓨ,https://www.youtube.com/euronewsru/live
73.90ms,France Inter Ⓨ,https://www.youtube.com/c/FranceInter/live
73.91ms,News12+ Connecticut (1080p) [Geo-blocked],https://mdc.ott.alticeusa.net/live4.ott.optimum.net/live4-uploads/N12PLUS_H_CT_A1/index_new.m3u8
73.96ms,大灣區衛視,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-2.m3u8
74.03ms,靖天日本,http://4gtv.cnlive.club/channel/3f1816f7/index.m3u8?q=1782639885837
74.07ms,KPop,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8
74.07ms,大灣區衛視,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-8.m3u8
74.07ms,Made in Hollywood,https://connection3-ent-nz.samsung.wurl.tv/playlist.m3u8
74.08ms,四川衛視,https://t.freetv.fun/live/si-chuan-wei-shi-4.m3u8
74.10ms,寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi-8.m3u8
74.10ms,東方衛視,https://t.freetv.fun/live/dong-fang-wei-shi-9.m3u8
74.12ms,靖洋戏剧,http://4gtv.cnlive.club/channel/48117ce7/index.m3u8?q=1782639885837
74.16ms,CCTV4 FHD,https://t.freetv.fun/live/cctv4mei-zhou-3.m3u8
74.21ms,揭陽新聞綜合,https://t.freetv.fun/live/jie-yang-zong-he-gao-qing-2.m3u8
74.22ms,Congress Channel 2 Ⓨ,https://www.youtube.com/watch?v=RAP4h3q6_Sg
74.36ms,翡翠台,https://t.freetv.fun/live/fei-cui-2.m3u8
74.38ms,北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi-29.m3u8
74.40ms,「斗鱼」绝地求生,https://live.iill.top/douyu/100
74.41ms,Carlsbad City TV Channel (Carlsbad CA) (720p),https://edge-f.swagit.com/live/carlsbadca/live-3-a-1/playlist.m3u8
74.42ms,廣東移動頻道,https://t.freetv.fun/live/yan-dong-yi-dong-3.m3u8
74.44ms,農林衛視,https://t.freetv.fun/live/nong-lin-wei-shi-2.m3u8
74.52ms,月光情人、,https://alimov2.a.kwimgs.com/upic/2022/06/14/06/BMjAyMjA2MTQwNjI2MzZfOTU2MzA3MDg4Xzc2NzM0NTczMzE0XzJfMw==_b_B555dcd419f3d429fa94ae547737a74c6.mp4?clientCacheKey=3xmwt7a33ng3we9_b.mp4&tt=b&di=24710b6c&bp=10000
74.54ms,東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi-8.m3u8
74.60ms,HOY 77,http://cdn.163189.xyz/163189/hoy
74.63ms,公视戏剧,https://tv.iill.top/litv/4gtv-4gtv042
74.73ms,東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi-14.m3u8
74.75ms,La Que Buena Atlanta,https://streamyes.alsolnet.com/quebuenaatlanta/live/index.m3u8
74.77ms,Kanal D,https://t.freetv.fun/live/groovia-kanal.m3u8
74.79ms,TVB翡翠台 1080P,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
74.79ms,「斗鱼」街霸,https://live.iill.top/huya/11437
74.83ms,Euronews Bulgaria Ⓨ,https://www.youtube.com/channel/UCU1i6qBMjY9El6q5L2OK8hA/live
74.83ms,山西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-8.m3u8
74.90ms,安陽新聞綜合,https://t.freetv.fun/live/wo-yang-xin-wen-zong-he.m3u8
74.92ms,Wör TV Ⓨ,https://www.youtube.com/@wor-tvr.f.4461/live
75.10ms,CHC影迷电影,https://t.freetv.fun/live/chcying-mi-dian-ying-2.m3u8
75.16ms,C5N Ⓨ,https://www.youtube.com/c/c5n/live
75.22ms,汕頭經濟生活,https://t.freetv.fun/live/shan-tou-sheng-huo-gao-qing-4.m3u8
75.34ms,WMPT-DT2 (PBS Create),https://2-fss-1.streamhoster.com/pl_122/amlst:201814-2122456/playlist.m3u8
75.39ms,澳视澳门,http://php.jdshipin.com:8880/TVOD/iptv.php?id=asam
75.40ms,Telemetro,https://t.freetv.fun/live/telecentro.m3u8
75.51ms,伍佰合集,http://vd3.bdstatic.com/mda-pe07i71fkd531zj1/sc/bd265_cae_roi_v5/1682947766065803786/mda-pe07i71fkd531zj1.mp4
75.53ms,山東衛視,https://t.freetv.fun/live/shan-dong-wei-shi-8.m3u8
75.65ms,廣東影視,https://t.freetv.fun/live/yan-dong-ying-shi.m3u8
75.65ms,90's Kids,https://jmp2.uk/plu-6452c814939a590008567a3b.m3u8
75.67ms,桃花运,https://alimov2.a.kwimgs.com/upic/2022/06/02/07/BMjAyMjA2MDIwNzI2MzZfOTU2MzA3MDg4Xzc1NzkzOTI1OTA4XzJfMw==_b_B5256e525bf39d1bc72769b03bdaadad2.mp4?clientCacheKey=3xw6jfdd6jqtbia_b.mp4&tt=b&di=24712421&bp=10000
75.75ms,Euronews Deutsch Ⓨ,https://www.youtube.com/euronewsde/live
75.76ms,life,https://t.freetv.fun/live/good-life.m3u8
75.80ms,廣東民生,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing-8.m3u8
75.86ms,湖南衛視,https://t.freetv.fun/live/hu-nan-wei-shi-7.m3u8
75.87ms,痛痛快快醉一回,https://alimov2.a.kwimgs.com/upic/2022/06/14/06/BMjAyMjA2MTQwNjI4MjhfOTU2MzA3MDg4Xzc2NzM0NjM0MTMyXzJfMw==_b_Beb539f5e8428e517085901284fd1bdd5.mp4?clientCacheKey=3xu4im2czmb225m_b.mp4&tt=b&di=24710b6c&bp=10000
75.88ms,河南衛視,https://t.freetv.fun/live/he-nan-wei-shi-23.m3u8
75.91ms,皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
75.97ms,经典Dj嗨歌02,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c643e2bc5a744f03700199467b4c09_258.mp4
76.00ms,李玲玉女儿情,http://vd4.bdstatic.com/mda-jiqh0kcd7kgpwnmb/sc/mda-jiqh0kcd7kgpwnmb.mp4
76.06ms,DD India Ⓨ,https://www.youtube.com/DDIndia/live
76.08ms,卓依婷-东南西北风,http://vd3.bdstatic.com/mda-jf9fszd51shymgp6/mda-jf9fszd51shymgp6.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
76.10ms,痴情换真心,https://alimov2.a.kwimgs.com/upic/2022/05/31/06/BMjAyMjA1MzEwNjM3MTRfOTU2MzA3MDg4Xzc1NjQ4MzAzMjI2XzJfMw==_b_B170255b9d94bb4ff57620e998c9c056a.mp4?clientCacheKey=3xkvkzsfeacn7kg_b.mp4&tt=b&di=24717162&bp=10000
76.12ms,湖南娛樂,https://t.freetv.fun/live/hu-nan-yu-le-4.m3u8
76.14ms,海南衛視,https://t.freetv.fun/live/hai-nan-wei-shi-6.m3u8
76.38ms,CTV News Channel (中視新聞台) Ⓨ,https://www.youtube.com/watch?v=TCnaIE_SAtM
76.46ms,福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=8f26765ebf367079cef58c6b7752da1e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
76.46ms,ARTE(German),https://t.freetv.fun/live/arte.m3u8
76.48ms,Cops (720p),https://langleyproductions-cops-2-eu.rakuten.wurl.tv/playlist.m3u8
76.50ms,News12 Conneticut [Geo-blocked],https://mdc.ott.alticeusa.net/live4.ott.optimum.net/live4-uploads/N12CH_FFLD_MILF_A1/index_new.m3u8?omap=https
76.51ms,CCTV7,https://t.freetv.fun/live/cctv-7hd-1.m3u8
76.53ms,RBC Ⓨ,https://www.youtube.com/watch?v=oUdd3CsxYaE
76.53ms,WSBS-DT1 (1080p),https://mdstrm.com/live-stream-playlist/67ed74e8af482ba71d47fd7b.m3u8
76.56ms,Tough Jobs,https://jmp2.uk/plu-65c69bf23ef47d0008583967.m3u8
76.67ms,山谷里的思恋,https://alimov2.a.kwimgs.com/upic/2022/06/01/18/BMjAyMjA2MDExODE0MzZfOTU2MzA3MDg4Xzc1NzU3Nzc2NzAzXzJfMw==_b_B0e0875e36fe18d339049479f0cfb06c5.mp4?clientCacheKey=3xe3nzhrfrpxwce_b.mp4&tt=b&di=24712421&bp=10000
76.72ms,粤语dj歌串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be3073073131010370019926f1b6bf_258.mp4
76.76ms,IB3 Global Ⓨ,https://www.youtube.com/c/ib3/live
76.82ms,电影_喜乐影院,https://live.iill.top/huya/21059580
76.91ms,Televisión Pública Ⓨ,https://www.youtube.com/user/TVPublicaArgentina/live
76.99ms,深圳衛視,https://t.freetv.fun/live/shen-zhen-wei-shi-2.m3u8
77.18ms,罗时丰男人的汗[848*480],http://vd4.bdstatic.com/mda-jm491avwdp96qg02//mda-jm491avwdp96qg02.mp4
77.18ms,廣東衛視,https://t.freetv.fun/live/yan-dong-wei-shi-21.m3u8
77.29ms,Sky News Weather Ⓖ,https://distro001-gb-hls1-prd.delivery.skycdp.com/easel_cdn/ngrp:weather_loop.stream_all/playlist.m3u8
77.30ms,八度空间,https://cdn6.163189.xyz/live/8tv/stream.m3u8
77.49ms,凤凰卫视中文,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/pxinhd_iphone.m3u8
77.55ms,ABC News Live 6 (720p),https://abcnews-streams.akamaized.net/hls/live/2023565/abcnewshudson6/master.m3u8
77.69ms,廣東珠江HD,https://t.freetv.fun/live/yan-dong-zhu-jiang-24.m3u8
77.90ms,寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi-2.m3u8
77.90ms,CBS News Chicago (720p),https://cbsn-chi.cbsnstream.cbsnews.com/out/v1/b2fc0d5715d54908adf07f97d2616646/master.m3u8
78.00ms,M1 Hiradó Ⓨ,https://www.youtube.com/@M1-Hirado/live
78.04ms,翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
78.16ms,纪录|Fashion TV,http://free.cnlive.club/channel/n7852a99f/index.m3u8?q=1752629214236
78.28ms,安陽新聞綜合,https://t.freetv.fun/live/huai-an-xin-wen-zong-he-1.m3u8
78.33ms,廣西衛視,https://t.freetv.fun/live/yan-xi-wei-shi-9.m3u8
78.36ms,兵團衛視,https://t.freetv.fun/live/bing-tuan-wei-shi-1.m3u8
78.43ms,王杰-说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8
78.50ms,Arirang TV,https://t.freetv.fun/live/arirang-radio.m3u8
78.61ms,CCTV-4 中文国际（亚） Ⓨ,https://www.youtube.com/channel/UC4K_LI-Tn3-LshNgG0-YypQ/live
78.61ms,粤语女声串一,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be36b1bd60ee4f037001992707ce4d_258.mp4
78.63ms,France 24 Español Ⓨ,https://www.youtube.com/c/FRANCE24Espanol/live
78.71ms,寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi.m3u8
78.74ms,CBS News,https://cbsnews.akamaized.net/hls/live/2020607/cbsnlineup_8/master.m3u8
78.75ms,KESQ-TV ABC 3 (Palm Springs CA),http://nocable.cc:8080/live/darriusthomas115@gmail.com/darriusthomas115@2025/121235.ts
78.90ms,Aaj Tak Ⓨ,https://www.youtube.com/watch?v=Nq2wYlWFucg
78.97ms,Classic Movies Channel,https://jmp2.uk/plu-561c5b0dada51f8004c4d855.m3u8
79.01ms,TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
79.01ms,港台电视32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
79.03ms,TVB星河,http://o11.163189.xyz/stream/live/tvbxh/
79.05ms,BET Comedy Movies,https://jmp2.uk/plu-68c32d88f56983aba40052bd.m3u8
79.14ms,免费订阅：请勿贩卖...,https://material.1989.click/v/302.mp4
79.18ms,宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=e1236348f815c36a0429357e5b5c5f10&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
79.23ms,海南衛視,https://t.freetv.fun/live/hai-nan-wei-shi-14.m3u8
79.39ms,电影_梁家辉,https://live.iill.top/huya/11342429
79.39ms,遼寧衛視,https://t.freetv.fun/live/liao-zhu-wei-shi-5.m3u8
79.40ms,陀枪师姐,https://live.iill.top/huya/23860039
79.48ms,春晚1987,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
79.51ms,Catholic TV (1080p),https://catholictvhd-lh.akamaized.net/hls/live/2043390/CTVLiveHD/master.m3u8
79.59ms,TaiwanPlus Ⓨ,https://www.youtube.com/watch?v=dZp87qnWelE
79.60ms,陕西卫视,https://live.264788.xyz/channel/shaanxiweishi?streamid=9dc887dba8ecb4e4143baf4f2373800c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
79.62ms,TTV News (台視新聞台) Ⓨ,https://www.youtube.com/watch?v=xL0ch83RAK8
79.63ms,Iron Chef,https://jmp2.uk/plu-6582f8dadfed030008e5a93d.m3u8
79.72ms,MLB Channel (1080p) [Geo-blocked],https://pb-2y9ox4r1fy550.akamaized.net/playlist.m3u8
79.84ms,DW Latino America,https://t.freetv.fun/live/amc-latin-america-1.m3u8
79.87ms,澳门卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=as
80.11ms,Euronews em Português Ⓨ,https://www.youtube.com/euronewspt/live
80.11ms,汕頭經濟生活,https://t.freetv.fun/live/shan-tou-sheng-huo-gao-qing-3.m3u8
80.12ms,Blaze Live (720p),https://jmp2.uk/plu-5e46fba0c43b0d00096e5ac1.m3u8
80.26ms,TRM h24 Ⓨ,https://www.youtube.com/user/trmh24/live
80.32ms,粤语旋律串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be6e30070a32010370019927e26463_258.mp4
80.36ms,France 24 Ⓨ,https://www.youtube.com/france24english/live
80.44ms,经典Dj嗨歌01,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c0531dbca1064f037001992f48d0cd_258.mp4
80.50ms,FTV News (民視新聞台) Ⓨ,https://www.youtube.com/watch?v=ylYJSBUgaMA
80.50ms,The Nest (1080p),https://fast-channels.sinclairstoryline.com/THENEST/index.m3u8
80.65ms,80s Rewind,https://jmp2.uk/plu-5ca525b650be2571e3943c63.m3u8
80.68ms,龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
80.72ms,余生快乐每一天,https://alimov2.a.kwimgs.com/upic/2022/06/02/07/BMjAyMjA2MDIwNzI1MjVfOTU2MzA3MDg4Xzc1NzkzODYzOTk1XzJfMw==_b_Bfe5369610488c6327536cd2246ff1024.mp4?clientCacheKey=3xcxdx49eb3geqm_b.mp4&tt=b&di=24712421&bp=10000
80.80ms,「斗鱼」FIFA,https://live.iill.top/douyu/7692166
80.86ms,武漢新聞綜合,https://t.freetv.fun/live/wu-yi-xin-wen-zong-he.m3u8
80.87ms,Canal 26 Ⓨ,https://www.youtube.com/c/canal26/live
80.88ms,明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
80.88ms,9 канал Ⓨ,https://www.youtube.com/@israel9tv/live
80.98ms,TV9 Bharatvarsh Ⓨ,https://www.youtube.com/watch?v=nSpwwcHVp80
80.99ms,无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
81.10ms,YTA TV (720p),https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=16767
81.12ms,贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=091bd59ea031989839c23459bb8cc9d4&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
81.20ms,好想抱着你,https://alimov2.a.kwimgs.com/upic/2023/07/31/15/BMjAyMzA3MzExNTE0NDBfMzM5Njk4MTMyNl8xMDkzMzMzMzIxNzZfMF8z_b_B1948380dbccf0f753597da137aca876b.mp4
81.24ms,浙江衛視,https://t.freetv.fun/live/zhe-jiang-wei-shi-8.m3u8
81.30ms,粤语抖音串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8dfce27e8a6cd0103700199aa4081b1_258.mp4
81.36ms,ARTE(German),https://t.freetv.fun/live/arte-1-2.m3u8
81.44ms,All the K-Pop Ⓨ,https://www.youtube.com/c/ALLTHEKPOP/live
81.49ms,深圳衛視,https://t.freetv.fun/live/shen-zhen-wei-shi-18.m3u8
81.56ms,☆越南神曲,https://alimov2.a.kwimgs.com/upic/2023/08/05/05/BMjAyMzA4MDUwNTQ5MjJfMzUwMDUzNzE1MV8xMDk3MDM5ODM3ODdfMF8z_b_B7172bf63ab1ba23cd273233ae6307339.mp4
81.57ms,CCTV9,https://t.freetv.fun/live/cctv9-9.m3u8
81.67ms,「虎牙」绝地求生_𝟙,http://live.iill.top/huya.php?id=660004
81.67ms,粤国语歌串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be58b8bd78eb4f03700199278e02a1_258.mp4
81.78ms,Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
81.84ms,Africanews Ⓨ,https://www.youtube.com/africanews/live
81.94ms,NBC 8 Lancaster PA (WGAL) (720p),https://aegis-cloudfront-1.tubi.video/5d314174-0110-42af-8811-feaae073ea1e/playlist.m3u8
81.95ms,Radio Colonna Tv Ⓨ,https://www.youtube.com/radiocolonna/live
82.01ms,兵團衛視,https://t.freetv.fun/live/bing-tuan-wei-shi-11.m3u8
82.16ms,STAR CHANNEL 2[geo-blocked],https://t.freetv.fun/live/star-channel-1.m3u8
82.18ms,Star TV,https://t.freetv.fun/live/start-tv.m3u8
82.37ms,湖南衛視,https://t.freetv.fun/live/hu-nan-wei-shi-6.m3u8
82.66ms,DD Bharati Ⓨ,https://www.youtube.com/@ddbharati/live
82.67ms,El Destape Ⓨ,https://www.youtube.com/watch?v=JuskTxbUqmY
82.96ms,王心凌-我会好好的,http://vodcdn.video.taobao.com/oss/ali-video/8f327fd6bce61d0cf4159601a64b395b/video.m3u8
83.02ms,RTP Africa,https://t.freetv.fun/live/rtp-africa-1.m3u8
83.07ms,DD Urdu Ⓨ,https://www.youtube.com/@DDUrdu/live
83.19ms,民视第一,https://tv.iill.top/litv/4gtv-4gtv003
83.20ms,TTV Main Channel (臺灣電視台) Ⓨ Ⓖ,https://www.youtube.com/watch?v=uDqQo8a7Xmk
83.22ms,All Reality WE tv (720p),https://jmp2.uk/plu-5e82530945600e0007ca076c.m3u8
83.25ms,山西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-16-1.m3u8
83.28ms,「斗鱼」王者荣耀_𝟙,http://live.iill.top/douyu.php?id=1863767
83.29ms,Wanted: Dead or Alive (720p),https://aegis-cloudfront-1.tubi.video/d5171dc7-f8c6-469c-81eb-e1ffaaed5721/playlist.m3u8
83.33ms,Atlas (480p),https://cdn.whiplash.cc/whiplash-atlas/index.m3u8
83.34ms,CMT Equal Play (720p),https://jmp2.uk/plu-5f68f53eb1e5800007390bf8.m3u8
83.51ms,TVBS新闻,http://4gtv.cnlive.club/channel/n1ea96b20/index.m3u8?q=1782639885837
83.52ms,不挽留没回头,https://alimov2.a.kwimgs.com/upic/2022/06/01/05/BMjAyMjA2MDEwNTM5MDdfOTU2MzA3MDg4Xzc1NzEzOTgyNTkwXzJfMw==_b_Bf42faac947f1873863830fe5f57402e5.mp4?clientCacheKey=3x2qnc7e3appmus_b.mp4&tt=b&di=24717162&bp=10000
83.66ms,BET Classics,https://jmp2.uk/plu-60f85644a9493e0007a1f035.m3u8
83.76ms,Bonanza,https://jmp2.uk/plu-68e9913c4a666b9054849832.m3u8
83.78ms,KBS Korea Ⓨ,https://www.youtube.com/c/kbsworldtv/live
83.79ms,纪录|亚洲TLC,http://free.cnlive.club/channel/24a7393c/index.m3u8?q=1752629214236
83.79ms,☆斑马斑马,https://alimov2.a.kwimgs.com/upic/2023/09/19/17/BMjAyMzA5MTkxNzM5MzBfMzUwMDUzNzE1MV8xMTMxMzEwOTM4ODdfMl8z_bF_B9698132f742dabc0a3206bb7268e6965.mp4
83.84ms,WeatherNation,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d2cb7ac552e3773bc48982e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d1028-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=dcca8395-396e-4be0-9049-564f29c5ac9b
83.84ms,Euronews Español Ⓨ,https://www.youtube.com/euronewses/live
83.90ms,NBC 6 Santa Barbara CA (KSBY) (720p),https://aegis-cloudfront-1.tubi.video/d5f0543d-5f83-4a69-ba01-c5a68f0c09a1/playlist.m3u8
83.90ms,TVS Classic Movies (288p),https://rpn.bozztv.com/gusa/gusa-tvsclassicmovies/index.m3u8
83.99ms,汕頭經濟生活,https://t.freetv.fun/live/shan-tou-sheng-huo-gao-qing-6.m3u8
84.01ms,粤国精选串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c03260bd23944f037001992ec72dba_258.mp4
84.03ms,思念指甲绕,https://alimov2.a.kwimgs.com/upic/2023/07/03/14/BMjAyMzA3MDMxNDQ3MzFfMzM5Njk4MTMyNl8xMDcwMzkxMjk4MjlfMF8z_b_B662f5e109deb14476a3c73a57cc6b6c9.mp4
84.11ms,Car Chase (720p),https://jmp2.uk/plu-65244c403fd33c0008ffff31.m3u8
84.14ms,A24 Ⓨ,https://www.youtube.com/c/A24com/live
84.26ms,One Piece,https://jmp2.uk/plu-69affcad8940750a23a7231a.m3u8
84.28ms,Bolton Community Voice Channel (CVC) Public (Bolton CT) (480p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/bolton/live/ch1/video.m3u8
84.34ms,广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
84.42ms,山西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-12.m3u8
84.45ms,Nova 24 TV Ⓨ,https://www.youtube.com/@Nova24TVSlovenija/live
84.53ms,靖天综合,http://4gtv.cnlive.club/channel/3f6ecb92/index.m3u8?q=1782639885837
84.53ms,她会魔法吧,https://alimov2.a.kwimgs.com/upic/2023/07/05/14/BMjAyMzA3MDUxNDI4MDNfMzM5Njk4MTMyNl8xMDcxOTQ0MDAzMTZfMF8z_b_Ba25f91cfecba0a4a29040d64165ff029.mp4
84.54ms,India TV Ⓨ,https://www.youtube.com/watch?v=e1FIApIafWE
84.60ms,走破几双鞋,https://alimov2.a.kwimgs.com/upic/2022/05/10/20/BMjAyMjA1MTAyMDE4MTBfOTU2MzA3MDg4Xzc0MTE0MjAxNTM5XzJfMw==_b_B47bd636e2f80429ceeda31ab774a20ea.mp4?clientCacheKey=3xmjqhfskmji5nu_b.mp4&tt=b&di=2471843f&bp=10000
84.63ms,News12 Brooklyn [Geo-blocked],https://mdc.ott.alticeusa.net/live4.ott.optimum.net/live4-uploads/N12KH_A1/index_new.m3u8?omap=https
84.65ms,PBS New Jersey NJ (WNJT) (1080p) [Not 24/7],https://wnjtdt.lls.pbs.org/out/v1/e62efd8d4f92403996425fc389df0ffd/index.m3u8
84.69ms,Channels 24 Ⓨ,https://www.youtube.com/channelstelevision/live
